Proverb,Translation,Wisdom/Explanation,Specific Themes,General Theme
Apẹ̀ọ́lọ́ mọ erín màgbọn ò ńyọ̀; ìwọ pàápàá ló mìí?,"You are described as the child of the elephant that swallows coconuts, and you rejoice; are you the one who swallows coconuts?","The description honors the father, not the person being addressed.",humility self-control self-knowledge self-respect self-restaint,Good person
"Arí èyírín ito nílé; a ò rí èyírín ita lejò; bó nílé bá ní ká jẹ̀ tán, àlejò a ní ká jẹ̀ kù","‘Its like has been seen before’ is what the host says; ‘No one has ever seen its like before’ is what the guest says; if the host says that we should empty the plate, the guest should argue for leaving a little","A host might minimize his hospitality, but the guest should praise it; if the host is lavish, the guest should not be greedy.",humility self-control self-knowledge self-respect self-restaint,Good person
Arí gilókoká tó fi ọ̀mọ̀ gbẹ́ ìlù,We saw other trees in the bush before we settled on ọ̀mọ̀ for making drums,One should never presume to be the only possible answer to every challenge.,humility self-control self-knowledge self-respect self-restaint,Good person
"Asìnkú tán, alugbá ò lọ; ó fẹ̀ẹ́ ṣúpó ni?","The funeral is over, but the calabash beater does not take his leave; does he want to inherit a wife?",This proverb has the same import as 653.,humility self-control self-knowledge self-respect self-restaint,Good person
Aaka ò gbẹ́dàn; igbó níńgbé,"The hedgehog does not live in the grassland, only in the forest",Certain things are proper; certain things are not.,humility self-control self-knowledge self-respect self-restaint,Good person
"Àáyáyó ní jọ́ kan, ó ní káká òun léhín ọ̀kánkán",The colobus monkey ate its fill one day and asked that its front teeth be knocked out,Excessive happiness made the animal careless.,humility self-control self-knowledge self-respect self-restaint,Good person
Aáyán fẹ́ gẹṣin; adìẹ ni ò gbà fún un.,The cockroach would ride a horse; it is the chicken that does not allow.,A cockroach that stirs in the presence of a chicken is as good as dead. Compare 68 and 133.,humility self-control self-knowledge self-respect self-restaint,Good person
Àáyán fẹ̀ẹ́ gẹṣin; adìẹ ni ò gbà fún un,The cockroach would ride a horse; it is the chicken that does not allow,A cockroach that stirs in the presence of a chicken is as good as dead.,humility self-control self-knowledge self-respect self-restaint,Good person
Àáyán fẹ̀ẹ́ jó; adìẹ ni ò jẹ̀,The cockroach would dance; it is the chicken that does not allow,This is a variant of the previous entry.,humility self-control self-knowledge self-respect self-restaint,Good person
Àáyán kìí yán ẹsẹ̀ erin; èèyàn kìí yán ẹsẹ̀ irò,A cockroach does not trip an elephant; a human being does not trip a chimpanzee,One should not take on adversaries one cannot match.,humility self-control self-knowledge self-respect self-restaint,Good person
Àbáni ikán ńdá; ikán ò lè mu òkúta,The termite is only striving; it can never eat a rock,"Though termites may make their tunnels on a rock, the rock will be safe.",humility self-control self-knowledge self-respect self-restaint,Good person
A-báni-gbé kìí yáná; a-bọ̀rìṣà kìí sun òtútù; ẹyin gẹ̀gẹ̀ kìí gbẹ́ àwùjọ; ilé kan náà ni wọ́n kọ́ fún àwọn mẹ́tẹ̀ẹ̀ta,A guest does not warm himself by the fire; a priest or priestess does not sleep in the cold; a delicate egg does not live in a crowd; the same house was built for all three,Know yourself and your place.,humility self-control self-knowledge self-respect self-restaint,Good person
breaks oﬀ morsels like his mother’s senior,"When eating in company, one should be restrained. A man eating with the child of his younger sister need show no such restraint",,humility self-control self-knowledge self-respect self-restaint,Good person
A-bèèrè kìí ṣìnà,He who asks the way does not lose his way,One should admit one’s weaknesses.,humility self-control self-knowledge self-respect self-restaint,Good person
À-bí-ì-kọ́-à-kọ́-ì-gbà; òdelótiń kọ́gbọ́n wálé,"A-child-that-was-never-taught-how-to-behave, a-child-that-was-taught-but-refused-to-heed-instruction: it is from outside the home that he will learn wisdom",Look well to your child’s upbringing.,humility self-control self-knowledge self-respect self-restaint,Good person
A-binú-fùfù ní ńwá oúnjẹ fúna-binú-wẹ̀rẹ̀-wẹ̀rẹ̀,A volatile-tempered person secures food for a mild-tempered person,Whatever good fortune might have been meant for the volatile person will wind up in the lot of the mild-mannered person.,humility self-control self-knowledge self-respect self-restaint,Good person
Aboyún kìí jó bẹ̀mbẹ́: a-bodò-ikùn-kẹ̀rẹ̀bẹ̀tẹ̀,A pregnant woman does not dance tò bẹ̀mbẹ́ music: pendulous-stomached woman,One should match one’s actions to one’s circumstances.,humility self-control self-knowledge self-respect self-restaint,Good person
Àbọ̀jò kìí gbẹ́ isà,Half a snake does not live in a burrow,One should act according to one’s circumstances.,humility self-control self-knowledge self-respect self-restaint,Good person
"Abùlàǹgà kìí ṣasán: bí yàá ò lọ́rọ̀, babaa lówó lọ́wọ́","The arrogant person is not arrogant for nothing; if his mother is not wealthy, his father must be rich","There is, or should be, some basis for one’s strutting.",humility self-control self-knowledge self-respect self-restaint,Good person
Abùléra ọ̀fọ́n-ọ́n: ó ní ọjọ́ tí ológbò-ó tìbí òun ò ì tí-ìdá a ní báríkà,"Mouse-that-does-not-know-its-place: it says that since the day the cat delivered [a baby], it has not gone to offer congratulations",Never forget your vulnerabilities and limitations.,humility self-control self-knowledge self-respect self-restaint,Good person
Àbúrò kìí paẹ̀gbọ́n nítàn,The younger person does not give the older person history lectures,One should not exceed one’s station.,humility self-control self-knowledge self-respect self-restaint,Good person
"Àbúrò rẹ ńdá ṣọ fún ọ, o ní o ò lo elékuru; ta ní ńlo alákàrà?","Your junior brother [or sister] buys clothing for you, and you say you will not wear anything with bean-grits patterns; who has the right to opt for clothing with a bean-fritter pattern?",One should act in accordance to one’s station in life.,humility self-control self-knowledge self-respect self-restaint,Good person
A-dá-má-lè-ṣe àdàbà tí ńdún bẹ̀mbẹ̀,Start-something-it-cannot-finish dove makes bombastic noises,Bombast often masks fickleness.,humility self-control self-knowledge self-respect self-restaint,Good person
"Adẹ̀tẹ̀ẹ́ ní òun ò lè fún wàrà, ṣùgbọ́n òún lè yí idànù","The leper says he may not be able to squeeze out milk, but he can spill it",Even feckless people can cause some damage.,humility self-control self-knowledge self-respect self-restaint,Good person
"Adẹ̀tẹ̀-ẹ́ rí wèrè, ó kán lùgbẹ́",The leper sees a mad person and dashes into the bush,A person who should be ostracized ostracizes others.,humility self-control self-knowledge self-respect self-restaint,Good person
"Adẹ̀tẹ̀-ẹ́ sọ̀rọ̀ méjì, ó fì kan purọ́; ó ní nígbà tí òún lu ọmọ òun l ábàrá, òún jáa léèé kán nápàtì","The leper said two things, one of them being a lie; he said after he had struck his child with his palm, he also pinched him severely with his nails",One fools only oneself when one claims to have done the impossible.,humility self-control self-knowledge self-respect self-restaint,Good person
Adìẹ funfun ò mọ ara-ẹ̀ lágbà,The white chicken does not recognize itself as an elder,One should act one’s age always.,humility self-control self-knowledge self-respect self-restaint,Good person
Adìẹ ò bí yọyọ kú yọ̀,A chicken does not give birth to a multitude of chicks and die of the exertion,Children should not be the death of their parents.,humility self-control self-knowledge self-respect self-restaint,Good person
"Adìẹ tó ṣu tí kò tọ̀, ara-arẹ̀ ló kù sí",The chicken that shits and does not piss retains the rest in its body,"Self-deprivation hurts the person concerned, not anyone else.",humility self-control self-knowledge self-respect self-restaint,Good person
Adígbọ́n rán kú ń fì kú ṣeré,Death-feigning-beetle flirts with death,"If one persists in flirting with disaster, disaster is likely to befall one.",humility self-control self-knowledge self-respect self-restaint,Good person
A-dìtan-mọ̀ èsú ó; ó ní èkùlù ló bí ìyá òun,"The red-flanked duiker, desperate to claim relationship, says that its mother was born of a crested duiker",Never make preposterous claims of kinship.,humility self-control self-knowledge self-respect self-restaint,Good person
"Adití ò gbọ́, ‘‘Yàgò!’’","The deaf do not hear, ‘‘Make way!’’",Cautionary words are lost on reckless people.,humility self-control self-knowledge self-respect self-restaint,Good person
"À-fà-tiiri ni tì yàwó; bí a bá fà á tí kò tiiri, ó ní ohun tó ń ṣe é","Resisting-while-being-pulled is the proper behavior for a bride; if she is pulled and does not resist, something is the matter with her","However eager the bride, she must appear coy and shy; one should behave with decorum appropriate to one’s position.",humility self-control self-knowledge self-respect self-restaint,Good person
Àfi ohun tí a kìí tà lọ́jà lẹrú kìí jẹ,The only thing a slave cannot eat is something not available in the market,A slave has no choice.,humility self-control self-knowledge self-respect self-restaint,Good person
